,name,price,comment,data_person,likes,dislikes
0,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",واقعا گوشی خوبیه،از نظر قیمت و خیلی چیزها ازاپل و سامسونگ بهتره,"فرزانه لک عیان
در تاریخ ۲۱ بهمن ۱۳۹۸",۱۷,۴
1,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",با خرید ای موبایل از شرکت mi موبایل های قبلی سو تفاهم بود,"مهدی دلشاد
خریدار
در تاریخ ۲۱ بهمن ۱۳۹۸",۱۲,۲
2,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",همیشه سامسونگ داشتم و اولش از شیامی بدم میومد و فکر میکردم گوشی های ضعیفی تولید میکنند. ولی با توجه به نظر دوستان اینو سفارش دادم و اصلا پشیمون نشدم. همه چیزش عالیه و با توجه به هزینه ای که میکنید امکانات زیادی دریافت میکنید. مشکل برجستگی دوربین هم با انداختن گارد برطرف میشه. ولی بهتره که از محافظ دوربین استفاده کنید.,"نازنین دیواندری
خریدار
در تاریخ ۲۱ بهمن ۱۳۹۸",۱۱,۱
3,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",گوشی فوق العاده ای هستش نسبت به قیمت ارزش خریدن داره,"سجاد شاهی
در تاریخ ۲۱ بهمن ۱۳۹۸",۴,۱
4,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",عالی عالی حرف نداره,"جواد فدوی
در تاریخ ۲۱ بهمن ۱۳۹۸",۵,۲
5,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",راحت میشه این گوشی رو 2400000 از بیرون تهیه کرد..دیجی کالا بخاطر قیمت خوبش پیشرفت کرد که به سرعت داره بخاطر بالا بودن قیمتاش از دست میره,"سعید کسانی
در تاریخ ۲۱ بهمن ۱۳۹۸",۲۸,۷
6,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰","با سلام
شرکتی که گاراتتی محصولات شیامی را بر عهده گرفته بایستی متوازن با فروش گرشی ، خدمات خود را گسترش دهد","purya khakpur
خریدار
در تاریخ ۲۱ بهمن ۱۳۹۸",۲,۱
7,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",خیلی خوبه . از حد انتظار فراتر بود...,"جمال ا
خریدار
در تاریخ ۲۱ بهمن ۱۳۹۸",۳,۱
8,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",عالیی,"کاربر دیجی‌کالا
در تاریخ ۲۰ بهمن ۱۳۹۸",۵,۲
9,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",کیفیت دوربین 48 نیست،، کیفیت دوربینش پایینه،، برعکس نظراتی که میگن دوربین شیایومی خوبه,"کاربر دیجی‌کالا
در تاریخ ۲۰ بهمن ۱۳۹۸",۸,۱۴
10,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰","سلام
من این گوشی رو یک ماه دارم
دوربین گوشی تو شب عالیه عقب و جلو نداره
برای اجرای بازی های سینگین کاملا روانه هیچ لگ نداره
من کال اف دیوتی و پابجی اصلی و چندتا بازی دیگه رو دارم مشکلی ندیدم
فقط نور صفحس یکم کمه زیر نور افتاب
هندزفری هم تو جعبش نیس باید جدا خریداری بشه
باطریشم خوب شارژ نگه میداره و سرعت شارژش بالاس تا ۱۸وات، ولی داخل جعبه شارژرش ۱۰واتی هست ک تو ۹۰ دقیقه کامل گوشی شارژ میشه باهاش
اسپیکرشم صداش زیاده کیفیتشم خوبه","alireza ghaderi
در تاریخ ۲۰ بهمن ۱۳۹۸",۲,۲
11,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",توی این بازه قیمتی واقعا نمیشه بهتر از این پیدا کرد,"علی میرزاجانزاده
خریدار
در تاریخ ۲۰ بهمن ۱۳۹۸",۴,۲
12,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰","سلام دوستان بنده خودم هواوی نوا 3i دارم یکی از دوستام دیروز شیائومی نوت 8 آک گرفته بود. مقایسه کردم، کیفیت ساخت نوت8 خوب بود با نوا یکیه.
دوربین به شدت کیفیت پائینتر نسبت به نوا که خوش هم تعجب کرد نوا که 16 مگاپیکسل از نوت 8 با دوربین 48 عکسها به شدت با کیفیتر بود مشخصه که دوربین 48 کاملا دروغه،
سلفی هم نوا که 24 مگاپیکسله فوق العاده بهتر از نوت 8 بود.
کیفیت صفحه نوا هم خیلی بهتر بود.
وزن نوت 8 بیشتر از نوا بود،
فقط چیزی که من نسبت به نوا دیدم که بهتر بود فست شارژش بودنش
نتیجه :
اگر باطری قویتر نیاز ندارید شیائومی نوت8 واقعا خیلی پائنتر از نوا است
حتی من آنر 8x هم داریم خونه واقعا هواوی و آنر که تقریبا هم قیمت نوت8 است خیلی بالاترن
امیدوارم این تست مورد استفاده دوستان قرار بگیره
در ضمن این تست انصافا بدون تعصب انجام شده چون من این دو برند رو از سایر برندهها که فقط پول برند میگیرن بیشتر قبول دارم","آرش یوسفی
در تاریخ ۲۰ بهمن ۱۳۹۸",۴,۸
13,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",گوشیه خوبیه،یکی خریدم 2699 ،منتظرم بشه 2649، یکی دیگه بگیرم,"محمد حبیبی
خریدار
در تاریخ ۲۰ بهمن ۱۳۹۸",۳,۰
14,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",گوشی بسیار خوبی هست,"حسین احمدی پور
در تاریخ ۲۰ بهمن ۱۳۹۸",۲,۲
15,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",کیفیت عالی,"Mohamad reza Zare
خریدار
در تاریخ ۲۰ بهمن ۱۳۹۸",۳,۰
16,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",عالی,"حسن نیازی
در تاریخ ۲۰ بهمن ۱۳۹۸",۳,۰
17,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",امروز قراره به دستم برسه و هنوز استفاده شخصی نداشتم با توجه به امکانات و دوربین و سایر مزایاش امیدوارم گوشی خوبی باشه,"محمد بهداروندی
خریدار
در تاریخ ۲۰ بهمن ۱۳۹۸",۱,۳
18,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",گوشی میان رده ی خیلی خوبیه .اگه بخوای با این قیمت بری مارک های دیگه حتی هواوی بگیری چیز به این خوبی گیرت نمیاد .دوربینش هم که خیلی خوب و حرفه ای هست.فقط یه کمی قطوره (کلفت) که البته مشکلی نداره.,"هادی علی حسینی
خریدار
در تاریخ ۲۰ بهمن ۱۳۹۸",۶,۱
19,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",نوت 7 بهتره,"مهدی عزیزنژاد
در تاریخ ۲۰ بهمن ۱۳۹۸",۰,۳
20,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰","بعد از ۳ سال استفاده از گوشی های مختلف xiaomi
توصیه می کنم پول سامسونگ و اپل رو ندارید xiaomi بخرید","محمد رمضانی
خریدار
در تاریخ ۲۰ بهمن ۱۳۹۸",۱,۰
21,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",این برند رو به کسانی که قبلا پرچمدار استفاده میکردند به هیچ وجه توصیه نمیکنم,"ahmad parirokh
در تاریخ ۲۰ بهمن ۱۳۹۸",۲,۵
22,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰","سلام از خریدم راضیم و این مدل گوشی بهترین از نظر من چون هر کاری بخوای انجام بدی نه نمیگه
کیفیت عکسشم عالی","عباس سلمان پور
خریدار
در تاریخ ۲۰ بهمن ۱۳۹۸",۶,۰
23,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰","این گوشی برای کسانی که می خواهند گوشی زیر۳.۵ میلیون بخرند بهترین گوشیه .
بهترین گوشی میان رده
دوربین عالی و بهتر از a50 و a70
داشتن دوربینی که مثل میکروسکوپ عمل می کنند
کیفیت صفحه خوبی دارد.
خودم بین a50 و a30s و این گوشی میخواستم بگیرم که هر جور حساب میکردم بهتر بود","دانیال برزگر
در تاریخ ۱۹ بهمن ۱۳۹۸",۶,۰
24,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",هنوز نخریدم ولی تحقیق کردم خیلی گوشیه خوبیه,"مهیار عبدالصمد
در تاریخ ۱۹ بهمن ۱۳۹۸",۲,۰
25,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰","این مدل که من دارم عالیه قیمتش هم واقعا مناسبه باa70برابری می‌کنه حتی بیشتر اثر انگشتش فوق العاده قوی
تاچ خیلی قوی و سریع مثه اپل و سامسونگ پول برند نمیگیرن","کاربر دیجی‌کالا
در تاریخ ۱۹ بهمن ۱۳۹۸",۴,۱
26,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",خوبه راضی ام نسبت به قیمتش خوبه,"هادی فراهانی
در تاریخ ۱۹ بهمن ۱۳۹۸",۵,۰
27,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",بجز بیرون زدگی بیش از حد معمول لنز دوربین عقب هیچ ایرادی نمیشه از این گوشی گرفت,"فرهاد احمدی
در تاریخ ۱۹ بهمن ۱۳۹۸",۷,۰
28,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",کیفیت عالی,"روح اله کریمیان
خریدار
در تاریخ ۱۹ بهمن ۱۳۹۸",۲,۰
29,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",گوشی خوبیه. با این قیمت نسبت به هم رده هاش قیمت و امکانات خوبی داره.,"اکبر حسین زاده
خریدار
در تاریخ ۱۹ بهمن ۱۳۹۸",۲,۰
30,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰","سلام
من یه ماهه این گوشی رو خریدم از همه نظر خوبه
ولی جدیدا متوجه شدم که صفحه گوشی سایه میندازه‌. یعنی چند دقیقه که توی یه برنامه باشی و بعد خارج بشی جاش روی صفحه میمونه. که این توی رنگ خاکستری و آبی بیشتر معلومه. البته ماندگار نیست و یکی دو ساعت بعد کلا محو میشه. میترسم رفته رفته ماندگار بشه و ال سی دی گوشی خراب بشه.
برای کسی این اتفاق افتاده؟ ممنون میشم تو نظرات بعدی جواب بدین","سید سجاد حسنی
در تاریخ ۱۹ بهمن ۱۳۹۸",۱,۲
31,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",در حدی عالی هست ک حرفی برای گفتن نداره,"امیر قراچورلو
خریدار
در تاریخ ۱۹ بهمن ۱۳۹۸",۱۱,۱
32,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",من الان یک ماهی است که این گوشی رو خریدم. خیلی خیلی ازش راضی ام خیلی خوب گوشی رو شارژ می‌کنه کمتر از یک ساعت شارژ می‌شود و بیشتر از یک روز شارژ نگه میدارد خیلی عالی است,"پوریا شیرکوبی
در تاریخ ۱۹ بهمن ۱۳۹۸",۶,۰
33,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",بهترین گوشی میان رده فقط a70بهتره ولی از بپین کل گوشی های میان رده عالیه بنظر من اگه میخواید یه گوشی همه چی تمام با قیمت مناسب داشته باشید اینو بخرید عالیه,"کاربر دیجی‌کالا
در تاریخ ۱۹ بهمن ۱۳۹۸",۶,۲
34,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",عالیه این گوشی ها من دستم دوستام دیدم خیلی شیک و خوش دسته و از نظر فنی هم همه چیش عالیه من خودم حیف که پول کافی ندارم مگرنه میخریدمش,"احسان شاهی
در تاریخ ۱۹ بهمن ۱۳۹۸",۵,۰
35,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰","واقعا گوشیه خوبیه و از هر لحاظ راضی ام
فقط گاهی هنگام مکالمه زمانیکه چسبوندی به گوش تصویرش خاموش و روشن میشه","مهدی فهیمی
در تاریخ ۱۹ بهمن ۱۳۹۸",۲,۳
36,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰","سلام من یه هفته است این گوشی رو خریدم واقعا مفت نمی ارزه خیلی داغونه بخصوص رابط کاربریش
دوربینشم که افتضاح هست مثلا زده 48
اسپیکر تماسشم خیلی نویز داره من قبلا هانر داشتم واقعا خیلی سر تر بود گول مشخصات و سخت افزارش رو نخورید!","کاربر دیجی‌کالا
در تاریخ ۱۹ بهمن ۱۳۹۸",۵,۲۷
37,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",خیلی عالیه پیشنهاد میکنم,"محسن علوی نیا
خریدار
در تاریخ ۱۹ بهمن ۱۳۹۸",۶,۰
38,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",به ظاهر خیلی خوبه مخصوصا دوربینش,"حسین رضایی عادینه
خریدار
در تاریخ ۱۹ بهمن ۱۳۹۸",۲,۰
39,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰","من دو هفته‌ای هست خریدم به نظرم با این امکانات و قیمت ارزش خرید داره
تنها مشکلش دوربینهای پشتش هستن که کیفیتش 48نیس و خیلی برآمدگی داره که با کاور کمی رفع شد ولی باید یه حفاظ لنز میخواد که نشکنه در حالت عادی نمیخواد ولی بزاری ضرر ندارد
بیرونم قیمش ارزونتر از دیجیکالا هست.
یه حفاظ صفحه خوبم روش بزارید که قیمت ال سی دیش گرونه .
همین","کاربر مهمان
در تاریخ ۱۹ بهمن ۱۳۹۸",۵,۱
40,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",رنگ سفیدش عالیه دوربینش هم بد نیست فقط تو اجرای بازی های سنگین مثل کال اف موبایل کمی گیر داره,"سروش بیگدلی
در تاریخ ۱۸ بهمن ۱۳۹۸",۰,۳
41,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰","فقط اندروید 9 یکم در نصب برنامه ها سختگیره
تو رنج قیمت هیچ برندی به کارایی و استحکام این گوشی نمیرسه","بهزاد رحیمیان
خریدار
در تاریخ ۱۸ بهمن ۱۳۹۸",۵,۰
42,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",گوشی خوبیه و دوربین فواق العاده ای داره و مثل سامسونگ پول برند نمی گیره,"امیرحسین دقیقی
خریدار
در تاریخ ۱۸ بهمن ۱۳۹۸",۷,۱
43,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",کتاب مثل نسخه دوم قلعه حیواناته و خوندنیه,"امیررضا پورایرانی
خریدار
در تاریخ ۱۸ بهمن ۱۳۹۸",۳,۱
44,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",این گوشیو تازه تحویل گرفتم تو این چند ساعتی که باش کار میکنم واقعا باهاش حال کردم با اینکه خودم آیفون دارم می‌خوام اونو بدم بابام اینو بگیرم واسه خودم دوربینش واقعا خوبه باتریشم عالیه,"Hamid Reza Seyfi
خریدار
در تاریخ ۱۸ بهمن ۱۳۹۸",۴,۰
45,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",با سلام من تقریبا یک ماه میشه این گوشی رو خریدم واقعا از همه نظر عالیه طراحی بدنه زیبا باتری فوق‌العاده پردازنده خوب خلاصه تو خریدش تردید نکنید,"کاربر دیجی‌کالا
در تاریخ ۱۸ بهمن ۱۳۹۸",۴,۰
46,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰","با این برچسب قیمت عالیه چیزی کم نداره بهترین قیمت از دیجی کالا برای همکارم خریدم خیلی راضیع
ممنون از دیجی","حمید حسنجانی
خریدار
در تاریخ ۱۸ بهمن ۱۳۹۸",۲,۱
47,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",عالی بخرید شک نکنین,"کاربر دیجی‌کالا
در تاریخ ۱۸ بهمن ۱۳۹۸",۴,۰
48,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",عالی اما دوربین برجسته مشکل داره,"کاربر مهمان
در تاریخ ۱۸ بهمن ۱۳۹۸",۲,۲
49,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",دوربین سلفی بی کیفیت ضعیف هست,"کاربر دیجی‌کالا
در تاریخ ۱۸ بهمن ۱۳۹۸",۲,۷
50,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",با توجه به قیمت خیلی عالیه وقتی باهاش کار میکنین حس گوشی پرچمدار رو منتقل میکنه، جنس بدنه شیشه اس و کیفیت خوبی داره من رنگ آبیشو گرفتم خیلی جذابه,"یاسر عارفی نیا
خریدار
در تاریخ ۱۸ بهمن ۱۳۹۸",۵,۲
51,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰","سلام قبل از خری با گوشی هواویp30liteرم ۶ حتما مقایسه کنب هواوی گرونتره ولی ارزش خرید بیشتری دهرت تد دیجی کالا هم هست میتونید ببینید
همه چیز شیااومی برابره ولی حافظه اون بیشتره
من شیااومی رو داشتم ولی الان p30 رو دارم و ازش راضی هستم شیااومی یک ماه اول خوب بود ولی از بعدش خیلی هنگ میکرد","امیر سعید
در تاریخ ۱۸ بهمن ۱۳۹۸",۲,۶
52,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰","متاسفانه من دیروز عصر بخاطر باطریش خریدم
بعد از گذاشتم رو شارژ 100 درصد
میزان کاهش باطری رو دقت میکردم بعد 5 ساعت کار درصد باطری رسید 65 درصد
مکالمه داشتم فقط وای فای متصل بود حدود 2 ساعتش.
نمیدونم این روند کاهش میزان باطری عادیه یا نه. هرچی هست خورد تو ذوقم.
چون تبلت (لنوو) با باطری 4000 داشتم صفحه اون 8 اینچی بود یه مقدار حس میکنم در مقایسه اون این ضعیفتره","فرهاد صحتی
در تاریخ ۱۸ بهمن ۱۳۹۸",۱,۷
53,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",در کل نسبت به قیمتی که داره و امکانات و طراحی بسیار زیبا ارزش خرید داره,"نیلوفر شریفی
در تاریخ ۱۸ بهمن ۱۳۹۸",۲,۱
54,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",نسبت به گوشی های قبلیم(سامسونگ)کیفت ساخت و امکاناتش بیشره الان یک هفته میشه از دیجی کالا سفارش دادم تا الان که خوب بود,"صادق داورپناه
خریدار
در تاریخ ۱۸ بهمن ۱۳۹۸",۳,۲
55,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",نسبت به قیمت کارایی خیلی خوبی داره من این گوشی رو چند وقت پیش برای یه نفر گرفتم و تا الان خیلی راضی بوده ازش / امکانات خوب نسبت به قیمت مناسب از مزایای این گوشی هستش,"علی حریرساز
در تاریخ ۱۸ بهمن ۱۳۹۸",۹,۱
56,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰","دوستانی که میگن سامسونگ ۲۰۱۲از نمایشگر امولد استفاده کرده درسته منم قبول دارم
اما هرسال با نمایشگر Lcd ipsاپل کم میاورد تا سال ۲۰۱۸که اپلم امولدش کرده
حالا توکه میگی سامسونگ نمایشگرش عالیه پول یه A50با رم ۶ گیگ نزدیک ۴میلیون که اگر نمایشگرش اسیب ببینه باید دو نیم پول صفحه بدی ولی همین نوت ۸ نهایتش ۸۰۰هزار اینم فرقش","منیره بهمنی
در تاریخ ۱۸ بهمن ۱۳۹۸",۲۰,۲
57,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",عالیه حداقل از p30 lite بهتره عملکردش,"محمد جواد شیخی
در تاریخ ۱۸ بهمن ۱۳۹۸",۱۴,۱
58,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",گوشی بسیار زیبا به دلیل قاب شیشه ای و کیفیت عالی با قیمت بسیار مناسب,"میثم خدائی
خریدار
در تاریخ ۱۸ بهمن ۱۳۹۸",۵,۱
59,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰","باسلام و احترام
صادقانه اینکه ، حتی اگر در بحران اقتصادی هم نبودیم ، باز هم این گوشی بهترین بود (من سه عدد ابی رنگش رو خریداری کردم)
دلیلش اینه که نسبت به وجهی که پرداخت میشه کیفیت بسیار عالی از همه لحاظ دریافت می کنید .
به نظر من پول دادن به برند ، دور ریختن سرمایه است .
تو تمام نظراتی که چندین سال دارم مینویسم اشاره کردم ، اوایلی که هواوی ناشناخته بود یک G750U10 خریداری کردم ، بعد از ۶/۵ سال مثل ساعت کار میکنه (این پیام رو دارم با اون می نویسم)
Redmi Note 8 واقعا بیش از قیمتش
امیدوارم همیشه بهترین انتخاب ها رو در زندگی داشته باشید و شاد زندگی کنید .","محمد ایران منش پورکرمانی
در تاریخ ۱۸ بهمن ۱۳۹۸",۱۷,۳
60,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",خیلی گشتم دنبال گوشی سه ماه تحقیق کردم تا اینکه این گوشی رو گرفتم سرعت کیفیت دقت همه چی عالی,"محمد علی دهقانی
در تاریخ ۱۸ بهمن ۱۳۹۸",۱۰,۱
61,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",قیمت مناسب و کیفیت بهتر از سامسونگ,"مرضیه احمدی
خریدار
در تاریخ ۱۷ بهمن ۱۳۹۸",۱۳,۱
62,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",هیچ‌گونه شکی در خریدش نکنید,"محمد اسدی
در تاریخ ۱۷ بهمن ۱۳۹۸",۱۱,۰
63,گوشی موبایل شیائومی مدل Redmi Note 8 M1908C3JG دو سیم‌ کارت ظرفیت 64 گیگابایت,"۲,۹۰۰,۰۰۰",من تازه این گوشی خریدم البته مدل تی دارم با همونم این نظر می‌نویسم گوشیه خوبیه ولی یکی اینکه چراغ نوتیفیکیشن نداره بعد کلا پیام و دایرکت اینا که میاد اصلا هیچی درست رو صفحه نمیاد آدم نمی‌فهمه چی اومده واسش ولی بقیه چیزاش خیلی خوبه مخصوصا باتری و حس گر اثر انگشت,"کاربر دیجی‌کالا
در تاریخ ۱۷ بهمن ۱۳۹۸",۳,۱
